Stn_Name,Tm,Tx,Tn,S,P,CDD,Year,Month
RICHMOND,,22.7,-2.3,0.0,14.4,,2025,May
RIVIERE DES PRAIRIES,,28.5,2.0,0.0,53.2,,2025,May
ST ANICET,,28.0,-1.0,0.0,107.8,,2025,May
SAINT-CAMILLE-DE-LELLIS,10.4,27.2,-4.8,,142.8,1.1,2025,May
STE-CLOTILDE,13.4,28.4,-1.6,,106.7,5.3,2025,May
ST COME DE LINIERE,,29.0,-4.0,0.0,131.4,,2025,May
MONTREAL/ST-HUBERT,14.0,29.8,-0.1,,90.1,13.3,2025,May
ST JEAN,14.0,29.0,1.6,,,8.4,2025,May
SAINT-GERMAIN-DE-GRANTHAM,12.7,29.1,-2.2,,120.3,7.7,2025,May
ST MALO D AUCKLAND,,25.1,-2.5,0.0,142.7,,2025,May
STE MARTINE,,22.5,1.5,,,,2025,May
ST SEVERIN,,27.6,-3.5,,,,2025,May
SHERBROOKE,12.0,28.0,-2.7,,146.1,4.3,2025,May
SOREL,,28.1,1.4,,,,2025,May
THETFORD MINES RCS,11.2,26.8,-4.4,,132.2,1.9,2025,May
VERCHERES,,,,0.0,105.1,,2025,May
BEAUCEVILLE,11.5,28.2,-2.6,,79.2,2.2,2025,May
LAC MEMPHREMAGOG,12.9,27.1,-0.1,,,3.5,2025,May
STE-ANNE-DE-BELLEVUE 1,13.8,27.8,-0.1,,68.2,8.5,2025,May
ST-ANICET 1,13.8,29.0,-2.2,,94.2,8.7,2025,May
ST CAMILLE WOLFE,,22.0,-4.4,,,,2025,May
L'ACADIE,13.2,28.6,3.7,,,6.4,2025,May
MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,14.3,29.1,3.2,,90.7,15.1,2025,May
CHELSEA,,27.6,-1.9,0.0,58.8,,2025,May
CHENEVILLE,,27.7,-2.3,0.0,34.8,,2025,May
OTTAWA GATINEAU A,13.3,28.6,-1.5,,,2.9,2025,May
LACHUTE,,28.0,-1.2,0.0,97.9,,2025,May
MANIWAKI AIRPORT,12.1,28.3,-4.1,,60.4,1.0,2025,May
MONTREAL MIRABEL INTL A,13.1,27.4,-0.8,,,5.4,2025,May
NOTRE DAME DE LA PAIX,,,,0.0,65.0,,2025,May
ST HIPPOLYTE,,27.1,-2.9,0.0,67.0,,2025,May
BAIE-COMEAU A,8.1,24.7,-3.6,,138.1,0.0,2025,May
BAIE-COMEAU,8.1,24.6,-3.8,,132.9,0.0,2025,May
LOURDES DE BLANC SABLON A,3.9,17.4,-4.8,2.2,49.0,0.0,2025,May
LOURDES DE BLANC SABLON A,3.9,17.4,-4.8,,,0.0,2025,May
CAPE WHITTLE,4.2,11.6,-1.8,,,0.0,2025,May
CAP-ROUGE,11.3,30.3,-1.3,,,1.1,2025,May
CHARLEVOIX (MRC),7.6,24.8,-8.0,,147.8,0.0,2025,May
CHEVERY,5.0,25.8,-4.1,,60.6,1.3,2025,May
CAP-TOURMENTE,11.4,28.9,-1.3,,90.2,0.6,2025,May
FORET MONTMORENCY RCS,7.1,24.0,-10.0,,62.1,0.0,2025,May
GRANDES-BERGERONNES,8.6,26.1,-5.3,,146.4,0.0,2025,May
HAVRE ST. PIERRE,6.6,21.9,-3.9,,62.2,0.0,2025,May
ILE AUX PERROQUETS,5.4,13.8,-0.3,,,0.0,2025,May
ILE ROUGE,7.8,16.8,0.6,,42.6,0.0,2025,May
LONGUE-POINTE-DE-MINGAN,5.9,21.0,-4.1,,82.5,0.0,2025,May
MONT-TREMBLANT,11.9,27.7,-3.7,,73.4,2.6,2025,May
NATASHQUAN A,6.0,22.0,-4.5,,58.6,0.0,2025,May
NATASHQUAN AIRPORT,6.0,22.0,-5.4,,62.3,0.0,2025,May
POINTE DE L'ISLET,9.9,25.2,1.4,,,0.0,2025,May
POINTE CLAVEAU,10.3,28.2,-0.7,,,0.6,2025,May
SEPT-ILES A,7.2,27.5,-4.3,,,0.0,2025,May
SEPT-ILES,7.1,27.5,-2.9,,95.7,0.4,2025,May
LAC EON,5.0,23.7,-10.9,,60.6,0.0,2025,May
POINTE-DES-MONTS,7.3,18.3,0.4,,119.1,0.0,2025,May
RIVIERE AU TONNERRE,,22.0,-3.0,0.0,114.2,,2025,May
POINTE NOIRE CS,8.9,26.6,0.2,,73.4,2.3,2025,May
BAIE-COMEAU,9.2,27.5,-1.3,,145.1,3.6,2025,May
CAP-D'ESPOIR,7.2,21.0,-2.3,,,0.0,2025,May
CAP-MADELEINE,8.3,22.4,0.0,,83.6,0.0,2025,May
CAUSAPSCAL AIRPORT,8.7,30.7,-4.5,,142.4,0.3,2025,May
GASPE A,8.7,28.9,-3.0,0.0,90.2,1.3,2025,May
GASPE A,8.7,28.9,-3.0,,,1.3,2025,May
GASPE AIRPORT,8.5,29.0,-3.2,,88.4,1.2,2025,May
ILES DE LA MADELEINE A,7.5,24.4,-0.8,,,0.4,2025,May
LAC HUMQUI,,29.8,-3.2,,,,2025,May
ILES DE LA MADELEINE,7.6,24.0,-0.2,,48.2,0.2,2025,May
LA POCATIERE,10.8,28.6,-2.6,,69.0,1.3,2025,May
MONT JOLI A,9.2,28.6,-1.2,0.0,97.7,5.8,2025,May
MONT-JOLI,9.4,29.1,-2.4,,92.5,3.1,2025,May
NEW CARLISLE 1,8.9,27.4,-1.5,,102.9,0.3,2025,May
NEW RICHMOND EAST,9.5,29.5,-1.8,,115.3,0.4,2025,May
POINTE-AU-PERE (INRS),8.7,23.0,-2.1,,111.0,0.0,2025,May
PORT-MENIER,7.4,23.0,-3.8,,68.1,0.0,2025,May
RIVIERE-DU-LOUP,9.6,25.7,-1.4,,88.6,0.6,2025,May
ST CAMILLE,,27.6,-5.2,0.0,98.0,,2025,May
ST JEAN DE CHERBOURG,,27.5,-4.0,2.0,17.4,,2025,May
STE LUCIE,,28.0,-7.0,0.0,77.8,,2025,May
SAINT MICHEL,,28.9,-3.3,0.0,144.7,,2025,May
ILE BICQUETTE,8.0,18.5,1.2,,,0.0,2025,May
CAP-CHAT,7.4,22.7,-0.2,,115.2,0.0,2025,May
BAGOTVILLE AIRPORT,10.2,31.5,-4.2,,73.4,1.5,2025,May
BAGOTVILLE A,10.3,31.3,-3.9,0.0,83.1,1.5,2025,May
BONNARD 1,6.2,26.2,-8.0,,,0.0,2025,May
CHAMOUCHOUANE,8.7,30.8,-5.2,,,0.9,2025,May
CHUTE-DES-PASSES,,,,,54.8,,2025,May
JONQUIERE,10.9,31.1,-2.6,,98.8,2.2,2025,May
LATERRIERE,9.6,31.2,-4.9,,,1.0,2025,May
MISTOOK,9.9,27.1,-3.3,,80.6,1.6,2025,May
NORMANDIN,10.2,31.3,-3.3,,89.5,2.6,2025,May
ONATCHIWAY,9.2,29.1,-7.0,,76.6,0.9,2025,May
ROBERVAL A,10.5,31.4,-3.0,0.0,166.1,7.3,2025,May
ROBERVAL A,10.4,31.4,-3.0,,,7.3,2025,May
ST AMBROISE,,31.4,-4.4,0.0,101.2,,2025,May
CHICOUTIMI ST-HONORE A,10.1,31.6,-6.6,,,1.3,2025,May
LAC BENOIT,5.1,26.0,-10.8,,73.7,0.0,2025,May
MANOUANE EST,6.4,24.2,-9.0,,,0.0,2025,May
LA BAIE,10.1,28.1,-5.1,,53.6,0.0,2025,May
PARENT,10.1,28.8,-7.1,,41.2,5.7,2025,May
ST MICHEL DES SAINTS,,27.4,-4.8,0.0,47.2,,2025,May
SAINT-MICHEL-DES-SAINTS,10.5,27.3,-5.2,,95.2,0.4,2025,May
LA TUQUE,11.6,30.2,-4.9,,114.6,7.4,2025,May
BARRAGE TEMISCAMINGUE,10.3,28.2,-2.4,,48.2,0.0,2025,May
ROUYN,10.3,29.5,-3.9,,24.8,6.9,2025,May
ROUYN-NORANDA A,9.4,29.8,-5.5,,,6.4,2025,May
CHAPAIS,8.9,30.7,-9.7,,46.6,3.5,2025,May
CHIBOUGAMAU CHAPAIS A,8.7,28.6,-8.6,,73.7,0.0,2025,May
CHIBOUGAMAU-CHAPAIS,8.3,28.4,-9.7,,68.5,0.0,2025,May
EASTMAIN RIVER A,6.0,27.4,-7.9,,,0.0,2025,May
LA GRANDE 4 A,5.8,24.7,-9.4,,11.7,0.0,2025,May
LA GRANDE RIVIERE A,5.9,26.1,-9.4,0.4,11.5,0.0,2025,May
LA GRANDE IV,6.3,24.8,-9.2,,13.2,0.0,2025,May
MATAGAMI A,7.2,28.8,-8.7,,46.0,0.7,2025,May
MATAGAMI,8.0,29.3,-8.1,,43.6,5.5,2025,May
VAL-D'OR,9.7,29.0,-5.5,,32.6,2.7,2025,May
VAL D'OR A,9.7,29.1,-5.1,,39.7,2.8,2025,May
WASKAGANISH A,7.9,31.1,-7.5,,,3.8,2025,May
WEMINDJI A,5.2,25.1,-8.8,,,0.0,2025,May
AKULIVIK A,-4.7,5.0,-15.2,,,0.0,2025,May
INUKJUAK A,-2.9,10.9,-21.6,,6.0,0.0,2025,May
IVUJIVIK A,-4.7,5.0,-13.5,,,0.0,2025,May
KUUJJUARAPIK A,2.1,19.5,-11.4,,11.2,0.0,2025,May
KUUJJUARAPIK,2.2,19.3,-10.6,,18.3,0.0,2025,May
PUVIRNITUQ A,-4.9,6.0,-17.2,,24.4,0.0,2025,May
UMIUJAQ A,0.6,13.7,-12.7,,,0.0,2025,May
INUKJUAK,-4.0,7.5,-22.1,,9.2,0.0,2025,May
AUPALUK A,-3.2,8.1,-15.5,,,0.0,2025,May
KANGIQSUJUAQ A,-4.9,9.1,-16.7,,,0.0,2025,May
KANGIRSUK A,-4.9,5.0,-16.8,,,0.0,2025,May
KANGIQSUALUJJUAQ A,-1.6,8.5,-11.9,,,0.0,2025,May
KUUJJUAQ A,-0.5,15.1,-13.6,11.0,37.4,0.0,2025,May
PARC NATIONAL DES PINGUALUIT,-8.0,1.6,-19.9,,30.7,0.0,2025,May
QUAQTAQ A,-4.4,8.3,-17.6,,,0.0,2025,May
RIVIERE AUX FEUILLES,-1.7,12.7,-14.0,,15.3,0.0,2025,May
SALLUIT,-5.8,6.9,-15.2,,,0.0,2025,May
SALLUIT A,-6.1,6.9,-15.2,,,0.0,2025,May
SCHEFFERVILLE A,2.4,20.4,-13.0,,32.5,0.0,2025,May
SCHEFFERVILLE COTE-NORD,-0.2,16.6,-13.7,,18.4,0.0,2025,May
TASIUJAQ A,-2.3,10.2,-13.6,,,0.0,2025,May
AROOSTOOK,11.5,31.0,-2.5,0.0,107.6,2.3,2025,May
BAS CARAQUET,9.4,28.3,-0.7,,98.4,2.3,2025,May
BAS CARAQUET,,,,0.0,108.2,,2025,May
BATHURST A,10.1,32.3,-2.5,,121.2,5.4,2025,May
CHARLO AUTO,10.0,32.3,-2.4,,101.4,3.9,2025,May
MIRAMICHI RCS,10.7,32.6,-1.7,,96.1,5.9,2025,May
DOAKTOWN AUTO RCS,10.5,30.2,-2.5,,136.5,2.2,2025,May
EDMUNDSTON,9.7,31.3,-4.7,,77.0,0.9,2025,May
FREDERICTON INTL A,11.4,29.8,-1.1,,101.4,2.5,2025,May
FREDERICTON CDA CS,11.4,28.9,-0.3,,65.6,1.1,2025,May
FUNDY PARK (ALMA) CS,9.7,24.1,-0.6,,106.1,0.0,2025,May
GRAND MANAN SAR CS,10.0,27.3,1.1,,105.2,0.0,2025,May
KOUCHIBOUGUAC,9.9,32.2,-3.7,,97.2,3.0,2025,May
MACTAQUAC PROV PARK,12.9,28.5,2.0,0.0,66.4,3.3,2025,May
MECHANIC SETTLEMENT,9.8,26.7,-2.1,,67.6,3.6,2025,May
MISCOU ISLAND (AUT),8.2,28.5,-1.4,,82.8,1.9,2025,May
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,10.6,29.6,-3.5,0.0,88.2,4.7,2025,May
MONCTON / GREATER MONCTON ROMEO LEBLANC INTL A,10.6,29.6,-3.5,,,4.7,2025,May
OAK POINT,11.5,28.5,0.0,0.0,99.0,0.5,2025,May
POINT LEPREAU CS,8.8,20.8,0.7,,92.1,0.0,2025,May
RED PINES,9.1,30.6,-2.6,,110.0,2.1,2025,May
SAINT JOHN A,9.9,26.2,-2.6,0.0,117.1,0.0,2025,May
GARNETT SETTLEMENT,9.9,26.4,-0.9,,104.2,0.0,2025,May
ST. STEPHEN,11.2,28.9,-1.4,,112.8,0.0,2025,May
SUSSEX FOUR CORNERS,11.3,28.2,-0.4,,74.8,0.4,2025,May
WOODSTOCK NEWBRIDGE,11.1,28.0,-1.0,,81.7,2.9,2025,May
BACCARO PT,9.2,16.4,3.2,,79.7,0.0,2025,May
BEAVER ISLAND (AUT),7.5,15.1,1.9,,,0.0,2025,May
BEDFORD BASIN,10.8,25.4,1.7,,,0.0,2025,May
BEDFORD RANGE,11.3,28.5,-1.5,,89.8,0.0,2025,May
BRIER ISLAND,9.4,19.0,3.0,,56.0,0.0,2025,May
CARIBOU POINT (AUT),10.2,27.6,0.9,,85.0,2.4,2025,May
CHETICAMP HIGHLANDS NATIONAL PARK,9.6,23.7,-2.6,,65.4,0.4,2025,May
COLLEGEVILLE AUTO,10.0,29.0,-3.9,,59.5,4.0,2025,May
DEBERT,10.5,26.3,-3.0,,88.2,0.0,2025,May
ESKASONI FIRST NATION AUTOMATIC WEATHER STATION,9.2,28.2,-1.0,,60.0,1.9,2025,May
GRAND ETANG,9.7,24.0,-1.2,,,1.2,2025,May
GREENWOOD A,12.4,28.1,-0.1,0.0,101.2,1.4,2025,May
HALIFAX DOCKYARD,10.9,27.4,3.4,,,3.2,2025,May
HALIFAX STANFIELD INT'L A,11.1,28.2,0.3,,,4.4,2025,May
HALIFAX STANFIELD INT'L A,11.1,28.2,0.3,0.0,82.1,4.4,2025,May
HALIFAX KOOTENAY,10.3,26.9,2.5,,112.0,2.1,2025,May
HALIFAX WINDSOR PARK,11.2,27.2,2.1,,105.8,3.8,2025,May
HART ISLAND (AUT),8.4,25.2,0.0,,,0.0,2025,May
INGONISH BEACH RCS,8.1,27.5,-2.7,,97.3,1.4,2025,May
KEJIMKUJIK 1,12.3,28.3,-0.4,,74.1,2.3,2025,May
KENTVILLE CDA CS,11.8,27.1,0.3,,88.7,3.2,2025,May
LAKE MAJOR,,,,0.0,89.4,,2025,May
LOUISBOURG,7.3,27.8,-2.2,,37.3,1.2,2025,May
LUNENBURG,10.6,25.8,3.6,,,0.3,2025,May
MALAY FALLS,10.0,31.4,-4.1,,92.8,0.3,2025,May
MCNABS ISLAND (AUT),10.2,25.8,2.2,,,0.0,2025,May
NAPPAN AUTO,10.2,25.1,-2.3,,106.1,0.0,2025,May
AALDERSVILLE,11.5,26.7,2.8,,68.6,2.7,2025,May
NORTHEAST MARGAREE (AUT),9.4,26.9,-3.4,,66.1,0.0,2025,May
NORTH MOUNTAIN CS,7.7,23.6,-3.2,,78.1,0.0,2025,May
OSBORNE HEAD DND,8.6,20.6,2.5,,,0.0,2025,May
UPPER STEWIACKE RCS,10.7,28.5,-3.4,,73.1,0.0,2025,May
PARRSBORO,10.2,23.0,-3.0,,122.1,0.0,2025,May
POCKWOCK LAKE,10.7,29.0,-1.0,0.0,75.8,2.0,2025,May
PORT HAWKESBURY,9.2,27.6,-2.9,,82.8,5.5,2025,May
SABLE ISLAND A,7.8,14.3,1.6,,40.9,0.0,2025,May
SABLE ISLAND,8.3,14.3,1.2,,44.5,0.0,2025,May
ST PAUL ISLAND (AUT),5.7,17.1,0.1,,,0.0,2025,May
SHEARWATER RCS,10.9,27.3,2.4,,103.5,2.6,2025,May
SHEARWATER JETTY,10.4,26.1,2.4,,105.8,0.0,2025,May
SHELBURNE SANDY POINT,11.4,26.3,-1.8,,90.9,0.0,2025,May
SYDNEY A,8.9,28.8,-3.2,0.0,67.3,2.1,2025,May
SYDNEY CS,8.7,28.9,-3.2,,68.0,2.1,2025,May
SYDNEY A,8.7,28.8,-3.2,,,2.1,2025,May
TRACADIE,9.2,26.3,-1.3,,28.2,1.8,2025,May
WESTERN HEAD,9.5,25.6,-0.1,,99.9,0.0,2025,May
YARMOUTH RCS,10.8,21.1,1.0,,77.8,0.0,2025,May
YARMOUTH A,10.9,22.2,0.4,0.0,83.8,0.0,2025,May
YARMOUTH A,10.9,22.2,0.4,,,0.0,2025,May
CHARLOTTETOWN A,10.2,26.7,-2.7,0.0,99.1,3.3,2025,May
EAST POINT (AUT),7.5,23.6,-0.4,,77.6,0.0,2025,May
NORTH CAPE,8.2,23.1,1.0,,71.3,0.3,2025,May
ST. PETERS,9.5,27.2,-0.6,,95.5,1.4,2025,May
STANHOPE,9.6,28.3,-1.6,,92.9,2.8,2025,May
SUMMERSIDE,10.0,28.2,-1.3,,89.3,1.0,2025,May
MAPLE PLAINS,10.0,28.0,-3.5,,,0.6,2025,May
HARRINGTON CDA CS,9.9,26.7,-0.7,,88.6,3.4,2025,May
ARGENTIA (AUT),5.9,17.5,-1.6,,57.4,0.0,2025,May
BADGER (AUT),7.3,26.0,-6.9,,23.0,0.0,2025,May
ST ALBAN'S,7.0,27.3,-2.2,,32.9,0.0,2025,May
BERRY HILL,6.3,20.7,-3.1,,94.6,0.0,2025,May
BONAVISTA,5.5,21.2,-1.4,,32.3,0.0,2025,May
BURGEO NL,6.3,17.8,-2.6,,23.9,0.0,2025,May
BURNT POND,7.5,26.0,-5.0,0.0,44.0,0.0,2025,May
CAPE RACE (AUT),4.9,16.0,-4.6,,73.3,0.0,2025,May
CORMACK RCS,6.8,24.7,-3.4,,35.8,0.0,2025,May
CORNER BROOK,7.6,23.8,-3.0,,,0.0,2025,May
CORNER BROOK,8.4,24.0,-2.5,17.0,56.6,0.0,2025,May
DANIEL'S HARBOUR,5.8,19.4,-2.3,,119.6,0.0,2025,May
DEER LAKE A,7.4,25.6,-5.8,0.0,31.9,0.0,2025,May
ENGLEE (AUT),4.2,15.1,-2.8,,71.0,0.0,2025,May
FEROLLE POINT (AUT),3.8,12.2,-2.6,,96.7,0.0,2025,May
GANDER INTL A,7.0,24.8,-3.3,8.9,32.3,0.0,2025,May
GANDER AIRPORT CS,7.0,23.9,-3.4,,30.2,0.0,2025,May
LA SCIE,4.4,23.7,-4.6,,11.3,0.0,2025,May
LETHBRIDGE,7.8,24.0,-5.0,0.0,17.0,0.0,2025,May
MILLERTOWN RCS,7.9,24.7,-3.2,,27.9,0.0,2025,May
PORT AUX BASQUES,6.3,15.9,-1.1,,33.3,0.0,2025,May
SAGONA ISLAND,5.9,13.5,0.5,,,0.0,2025,May
ST. ANTHONY A,3.9,16.9,-4.7,,96.5,0.0,2025,May
ST ANTHONY,4.8,16.8,-3.3,,8.5,0.0,2025,May
ST. JOHN'S INTL A,6.0,23.2,-3.7,2.3,52.0,0.0,2025,May
ST JOHNS WEST CLIMATE,6.7,23.8,-3.4,,37.4,0.0,2025,May
ST LAWRENCE,6.9,21.9,-3.3,,79.5,0.0,2025,May
STEPHENVILLE A,7.9,23.2,-2.8,5.0,57.5,0.0,2025,May
STEPHENVILLE RCS,7.7,23.4,-3.1,,52.8,0.0,2025,May
TERRA NOVA NAT PARK CS,6.6,23.1,-2.5,,34.8,0.0,2025,May
TWILLINGATE (AUT),4.7,23.5,-3.1,,31.6,0.0,2025,May
WINTERLAND BRANCH HILL,7.4,21.9,-2.3,,51.2,0.0,2025,May
WRECKHOUSE,7.8,22.0,-2.3,,37.2,0.0,2025,May
GRATES COVE,5.3,19.4,-0.7,,,0.0,2025,May
POOLS ISLAND,4.8,21.4,-2.2,,,0.0,2025,May
MARTICOT ISLAND,5.9,18.3,-1.0,,,0.0,2025,May
CARTWRIGHT A,3.1,19.6,-6.3,,74.3,0.0,2025,May
CHURCHILL FALLS A,2.7,21.0,-10.0,,33.5,0.0,2025,May
GOOSE BAY A,5.1,23.3,-7.5,43.6,77.2,0.0,2025,May
HAPPY VALLEY GOOSE BAY,5.7,23.2,-6.0,,72.3,0.0,2025,May
HOPEDALE (AUT),1.3,16.7,-6.7,,55.5,0.0,2025,May
MAKKOVIK A,1.0,16.1,-7.9,,,0.0,2025,May
MARY'S HARBOUR A,3.6,20.6,-7.9,,91.8,0.0,2025,May
NAIN,1.3,14.1,-7.2,,,0.0,2025,May
NAIN A,1.1,14.8,-7.4,,,0.0,2025,May
WABUSH A,5.0,25.0,-10.7,,80.4,0.0,2025,May
